1530318442.000000, 1530318442.000000, 1530318442.000000
32.000000, 32.000000, 32.000000
-47,17,43
-47,16,43
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-46,16,43
-47,16,43
-47,16,43
-47,16,43
-47,17,42
-47,17,42
-47,17,43
-47,17,43
-47,17,43
-47,17,43
-46,17,43
-46,16,43
-47,16,43
-47,16,43
-47,16,43
-47,17,43
-47,16,43
-47,16,43
-46,16,43
-46,16,43
-47,16,43
-47,16,43
-47,16,42
-48,16,42
-48,16,43
-48,16,42
-47,16,43
-47,16,43
-47,16,43
-47,15,43
-47,15,43
-47,16,43
-47,17,43
-47,17,43
-47,17,43
-47,16,43
-48,16,43
-47,15,43
-47,15,43
-47,15,43
-47,16,43
-47,16,42
-47,16,43
-48,16,43
-47,16,42
-48,16,43
-47,16,43
-47,17,42
-47,16,43
-47,16,43
-47,16,43
-47,16,43
-47,16,43
-47,16,43
-47,16,43
-47,16,43
-48,16,42
-48,15,42
-48,16,42
-48,16,42
-48,16,41
-48,16,42
-47,16,42
-47,16,42
-47,16,42
-47,16,43
-47,16,43
-48,16,42
-48,15,42
-48,15,42
-48,15,42
-48,16,42
-48,16,42
-48,16,42
-48,16,42
-48,16,42
-48,15,42
-48,15,42
-48,16,42
-48,16,42
-48,16,42
-48,15,42
-48,15,42
-48,15,42
-48,16,42
-47,16,42
-47,16,42
-48,16,42
-48,16,42
-48,16,42
-48,16,42
-47,16,42
-47,16,42
-47,16,42
-47,16,42
-48,16,42
-48,16,42
-48,16,42
-48,17,42
-48,17,42
-48,16,42
-48,16,42
-48,16,42
-47,16,42
-47,16,42
-48,16,42
-48,16,43
-48,16,42
-47,16,42
-48,16,42
-48,16,42
-48,17,42
-48,18,41
-48,18,42
-47,17,43
-47,16,43
-47,16,43
-46,16,43
-47,17,43
-46,17,43
-47,18,42
-47,18,42
-47,17,42
-47,17,42
-46,16,43
-47,17,42
-47,17,43
-47,17,42
-47,18,43
-47,17,42
-47,17,42
-47,17,42
-47,17,42
-48,17,42
-48,17,42
-47,16,42
-47,17,42
-47,17,42
-47,17,42
-47,17,42
-47,16,43
-47,15,43
-46,14,44
-45,15,46
-45,14,44
-47,14,39
-50,15,41
-50,12,44
-53,12,43
-55,9,38
-52,9,38
-52,8,38
-48,9,37
-47,13,39
-44,14,36
-44,14,38
-53,12,46
-50,9,43
-53,9,41
-56,8,40
-54,8,39
-53,8,39
-51,8,40
-50,8,40
-51,7,40
-51,7,40
-52,7,39
-52,7,39
-53,7,38
-53,7,38
-53,7,38
-53,8,38
-53,8,38
-53,8,38
-53,9,38
-53,9,39
-52,9,39
-52,9,39
-52,10,39
-52,11,39
-52,11,39
-51,12,39
-52,12,39
-52,12,39
-51,11,39
-51,11,39
-52,10,39
-52,9,39
-52,9,39
-53,9,39
-53,9,39
-53,9,38
-53,10,38
-52,10,38
-53,10,38
-53,10,39
-52,10,39
-52,9,39
-52,9,39
-52,9,39
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-52,10,39
-52,10,39
-53,10,39
-53,10,39
-52,11,39
-52,11,39
-52,11,39
-52,11,39
-52,10,39
-52,10,39
-52,10,38
-52,10,38
-52,9,39
-52,10,39
-52,10,38
-52,10,39
-52,10,38
-52,10,38
-52,11,38
-52,11,38
-52,11,38
-52,10,39
-52,10,39
-52,10,39
-52,10,38
-52,10,39
-52,10,39
-53,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,38
-52,10,39
-52,10,38
-53,10,38
-53,10,38
-53,10,38
-53,10,38
-53,10,38
-53,10,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,10,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,9,38
-53,10,38
-53,9,38
-53,10,38
-53,10,38
-53,10,38
-52,10,39
-52,10,39
-53,10,39
