1529368883.000000, 1529368883.000000, 1529368883.000000
32.000000, 32.000000, 32.000000
-24,54,25
-23,53,26
-24,53,26
-25,54,27
-25,54,29
-24,53,29
-24,52,28
-25,52,28
-25,53,28
-25,54,27
-27,55,26
-27,56,26
-28,55,26
-27,54,27
-25,51,25
-24,52,26
-24,52,26
-24,53,26
-25,53,27
-25,52,28
-26,52,29
-26,53,29
-25,53,29
-26,54,29
-26,54,29
-27,54,28
-27,54,28
-26,54,27
-26,54,26
-25,54,26
-25,54,26
-25,53,27
-24,53,26
-24,54,27
-24,54,27
-24,54,27
-24,54,27
-24,54,27
-24,54,26
-25,54,26
-25,54,26
-25,55,27
-24,54,27
-23,54,27
-23,54,26
-24,54,26
-24,54,26
-24,54,26
-24,54,26
-24,54,26
-25,54,26
-25,54,26
-25,54,26
-25,54,26
-25,55,27
-25,54,27
-25,54,27
-25,54,28
-25,53,28
-25,53,27
-25,53,27
-26,53,27
-26,54,27
-26,54,27
-26,54,26
-26,54,26
-25,54,26
-25,53,26
-25,53,26
-25,53,26
-25,54,26
-25,54,26
-25,54,26
-25,54,26
-24,53,26
-25,53,26
-25,54,27
-25,54,26
-26,54,27
-25,54,27
-25,54,26
-26,54,26
-25,54,26
-26,54,27
-26,54,27
-26,54,27
-26,54,27
-26,54,27
-25,54,26
-25,54,26
-25,54,26
-26,54,26
-25,54,26
-26,54,26
-25,54,26
-25,54,26
-25,55,27
-25,55,28
-24,55,28
-24,54,27
-24,54,27
-24,55,26
-25,56,26
-25,55,26
-26,54,26
-25,51,26
-25,51,26
-25,52,27
-26,53,28
-27,54,29
-27,54,28
-27,55,28
-26,54,28
-25,52,26
-25,53,26
-25,54,26
-24,54,25
-24,54,24
-25,55,25
-25,55,24
-25,55,24
-25,54,25
-24,54,24
-24,53,23
-24,53,23
-24,54,23
-24,57,24
-24,58,25
-24,58,25
-24,54,25
-25,52,25
-24,49,25
-23,51,23
-24,55,24
-25,60,26
-28,56,24
-29,54,23
-30,53,24
-28,53,25
-24,55,27
-24,56,26
-25,56,25
-27,54,23
-29,53,22
-29,54,23
-27,55,24
-25,56,25
-25,55,25
-26,54,24
-26,53,24
-27,52,23
-28,52,23
-28,52,23
-28,52,24
-28,54,25
-28,54,26
-27,56,27
-26,56,27
-25,54,27
-26,53,25
-27,52,23
-28,52,23
-29,52,23
-29,53,23
-30,53,24
-30,54,24
-30,53,25
-31,54,25
-30,54,26
-29,55,27
-28,56,28
-27,56,28
-27,55,28
-26,55,27
-26,56,27
-23,58,27
-22,57,26
-22,56,26
-22,55,24
-22,54,23
-21,56,23
-20,56,22
-21,56,21
-20,57,20
-20,55,20
-20,55,20
-20,53,20
-21,53,20
-22,52,21
-23,53,23
-23,54,24
-23,57,25
-23,58,27
-23,60,26
-26,62,25
-28,61,22
-29,60,19
-31,59,16
-31,59,15
-32,60,13
-33,64,12
-30,65,12
-28,60,10
-29,56,9
-30,56,8
-35,59,7
-36,59,7
-35,58,10
-33,58,10
-33,57,9
-32,57,9
-31,59,9
-31,59,10
-32,59,11
-32,61,14
-30,63,17
-30,62,18
-31,59,18
-33,54,19
-33,55,23
-32,55,26
-30,61,27
-28,62,33
-24,56,32
-25,48,29
-27,46,28
-26,48,27
-23,52,26
-23,53,25
-27,56,22
-29,58,19
-30,58,18
-30,57,16
-29,55,16
-27,54,17
-26,54,17
-27,53,16
-28,53,17
-28,53,17
-28,53,18
-29,56,20
-27,55,24
-24,55,25
-22,53,26
-28,54,24
-27,55,26
-25,53,28
-33,51,23
-31,53,18
-29,54,16
-32,55,17
-32,56,20
-34,58,19
-34,60,19
-34,63,21
-33,64,22
-31,65,23
-27,62,23
-27,60,22
-27,56,19
-27,53,18
-27,54,18
-25,54,18
-23,53,18
-22,53,18
-23,52,16
-23,52,16
-24,53,16
-24,55,16
-24,56,16
-26,57,17
-27,57,18
-28,57,18
-28,56,19
-28,56,20
-28,55,20
-29,55,21
-29,56,22
-29,57,23
-29,58,24
-29,58,24
-29,57,24
