1529368883.000000, IBI
73.878382,0.890666
74.800299,0.921917
75.878473,1.078174
77.019150,1.140677
78.253582,1.234432
79.144248,0.890666
80.097416,0.953169
81.003708,0.906291
81.738117,0.734409
82.597531,0.859414
93.941800,1.062549
95.098103,1.156303
119.021073,1.203180
120.286756,1.265683
121.427433,1.140677
122.708742,1.281309
123.896296,1.187554
125.130728,1.234432
126.427662,1.296934
127.599591,1.171929
128.927777,1.328186
130.177834,1.250057
131.412265,1.234432
132.599820,1.187554
133.834251,1.234432
135.209314,1.375063
152.444478,1.171929
153.678910,1.234432
154.866464,1.187554
155.913387,1.046923
157.054064,1.140677
158.257244,1.203180
159.366670,1.109426
160.491721,1.125051
161.648024,1.156303
162.819953,1.171929
164.038759,1.218806
165.179436,1.140677
166.288862,1.109426
167.492042,1.203180
168.663970,1.171929
169.710893,1.046923
170.898448,1.187554
171.929745,1.031297
173.086048,1.156303
174.070468,0.984420
174.945508,0.875040
175.804922,0.859414
176.976851,1.171929
178.070651,1.093800
187.867975,1.078174
189.102406,1.234432
190.243083,1.140677
191.415012,1.171929
192.524438,1.109426
193.696366,1.171929
194.977675,1.281309
196.196481,1.218806
197.430912,1.234432
198.462209,1.031297
199.649764,1.187554
200.790441,1.140677
202.071750,1.281309
203.306181,1.234432
204.493736,1.187554
205.712541,1.218806
206.790716,1.078174
207.993896,1.203180
209.103322,1.109426
210.290876,1.187554
211.415927,1.125051
212.603482,1.187554
213.837913,1.234432
214.962965,1.125051
216.181771,1.218806
217.244319,1.062549
218.416248,1.171929
219.494422,1.078174
220.541345,1.046923
229.119863,1.000046
236.088932,1.062549
237.057726,0.968794
238.120275,1.062549
239.182823,1.062549
240.214121,1.031297
241.120412,0.906291
242.182961,1.062549
243.292387,1.109426
244.308058,1.015671
245.511238,1.203180
246.636290,1.125051
247.761341,1.125051
248.948895,1.187554
250.058321,1.109426
251.245876,1.187554
252.339676,1.093800
253.511604,1.171929
254.714784,1.203180
255.871087,1.156303
257.105519,1.234432
285.169303,1.203180
286.341232,1.171929
287.435032,1.093800
288.653838,1.218806
289.763264,1.109426
290.903941,1.140677
292.028992,1.125051
292.966535,0.937543
299.388704,1.187554
300.420002,1.031297
301.576304,1.156303
302.748233,1.171929
303.810782,1.062549
304.951459,1.140677
305.967130,1.015671
306.967176,1.000046
308.029725,1.062549
309.076648,1.046923
310.264202,1.187554
311.248622,0.984420
315.748828,0.921917
316.748874,1.000046
317.686417,0.937543
318.780217,1.093800
319.702134,0.921917
320.686554,0.984420
321.717851,1.031297
322.624143,0.906291
323.702317,1.078174
324.780492,1.078174
325.858666,1.078174
383.970701,0.453146
384.501975,0.531274
459.177269,0.468771
517.617444,0.953169
518.601864,0.984420
533.446293,0.781286
534.399462,0.953169
545.603100,0.468771
576.588893,0.546900
622.169104,0.796911
623.106647,0.937543
623.981687,0.875040
624.684844,0.703157
675.327788,0.625029
700.063295,0.671906
700.735201,0.671906
758.862861,0.734409
759.628521,0.765660
849.679518,0.578151
858.804936,0.421894
859.289333,0.484397
879.602763,0.531274
880.134037,0.531274
880.634060,0.500023
881.040329,0.406269
881.446598,0.406269
894.369064,0.796911
903.588236,0.562526
904.119510,0.531274
907.619671,0.609403
912.041748,0.531274
912.651151,0.609403
913.276180,0.625029
913.885582,0.609403
977.091601,0.359391
977.435366,0.343766
977.747881,0.312514
994.342390,0.656280
994.983045,0.640654
995.561196,0.578151
1012.015074,0.640654
1012.733857,0.718783
1013.265131,0.531274
1013.765154,0.500023
1014.405809,0.640654
1014.937083,0.531274
1015.546486,0.609403
1067.892632,0.656280
1068.423906,0.531274
1069.142689,0.718783
1069.767718,0.625029
1119.098101,0.500023
1193.539009,0.453146
1193.960903,0.421894
1229.306271,0.625029
1256.495015,0.328140
1334.014189,0.453146
1444.425493,0.593777
1445.159901,0.734409
1484.677335,0.906291
1485.505498,0.828163
1486.583672,1.078174
1501.678113,0.656280
1504.803256,0.625029
1512.881751,0.421894
1532.226387,0.406269
1534.945261,0.500023
1535.382781,0.437520
1535.882804,0.500023
1536.335950,0.453146
1536.835973,0.500023
1551.930413,0.453146
1552.461688,0.531274
1553.102342,0.640654
1558.633845,0.656280
1572.571983,0.531274
1573.181386,0.609403
1585.588204,0.484397
1586.228858,0.640654
1589.854024,0.406269
1590.260293,0.406269
1608.683011,0.718783
1641.278253,0.562526
1641.825153,0.546900
1642.372053,0.546900
1642.965831,0.593777
1646.137851,0.484397
1646.669125,0.531274
1647.278528,0.609403
1657.685254,0.468771
1672.592187,0.468771
1673.232841,0.640654
1682.827030,0.546900
1683.327053,0.500023
1683.811450,0.484397
1688.014768,0.468771
1688.405411,0.390643
1688.764802,0.359391
1689.217948,0.453146
1696.046385,0.343766
1742.392257,0.609403
1743.173542,0.781286
1743.767320,0.593777
1744.392348,0.625029
1744.892371,0.500023
1768.315318,0.640654
1769.159107,0.843789
1773.128039,0.500023
1773.596810,0.468771
